"Ean","Quofi","Quofi-Titel","_type"
"8714186263358","44.60","Intersteel deurkruk met schild - Hoek 90° - WC 63/8 mm - rechthoekig - rechts - RVS geborsteld","dict"
"8714186263365","44.60","Intersteel deurkruk met schild - Hoek 90° - WC 63/8 mm - rechthoekig - links - RVS geborsteld","dict"
"8714186142301","30.35","Intersteel deurkruk met rozet - Rond - EN1906/4 - RVS geborsteld","dict"
"8714186142318","29.40","Intersteel deurkruk met rozet - Recht - EN1906/4 - RVS geborsteld","dict"
"8714186142325","32.26","Intersteel deurkruk op rozet - Recht - Hoek 90° - EN1906/4 - RVS geborsteld","dict"
"8714186400333","52.20","Intersteel deurkruk met rozet - Solid Fusion - RVS geborsteld","dict"
"8714186407288","42.70","Intersteel raamkruk - Bas König - Solid Fusion - RVS geborsteld","dict"
"8714186400395","66.45","Intersteel deurkruk met rozet - Elegant Fusion - RVS geborsteld","dict"
"8714186407295","44.60","Intersteel raamkruk - Bas König - Elegant Fusion - RVS geborsteld","dict"
"8714186187241","37.96","Intersteel deurkruk met schild - Blok - blind - rechthoekig - RVS geborsteld","dict"
"8714186187289","37.96","Intersteel deurkruk met schild - Blok - met sleutelgat 56 mm - rechthoekig - RVS geborsteld","dict"
"8714186187296","37.96","Intersteel deurkruk met schild - Blok - met profielcilindergat 55 mm - rechthoekig - RVS geborsteld","dict"
"8714186187302","37.96","Intersteel deurkruk met schild - Blok - met profielcilindergat 72 mm - rechthoekig - RVS geborsteld","dict"
"8714186187319","47.46","Intersteel deurkruk met schild - Blok - toilet-/badkamersluiting 63/8 mm - rechthoekig - RVS geborsteld","dict"
"8714186187326","47.46","Intersteel deurkruk met schild - Blok - met toilet-/badkamersluiting 72mm - rechthoekig - RVS geborsteld","dict"
"8714186187036","42.70","Intersteel deurkruk met schild - Vierkant - blind - rechthoekig schild - RVS geborsteld","dict"
"8714186187043","42.70","Intersteel deurkruk met schild - Vierkant - met sleutelgat 56 mm - rechthoekig schild - RVS geborsteld","dict"
"8714186187050","42.70","Intersteel deurkruk met schild - Vierkant - met profielcilindergat 55 mm - rechthoekig schild - RVS geborsteld","dict"
"8714186187067","42.70","Intersteel deurkruk met schild - Vierkant - met profielcilindergat 72 mm - rechthoekig schild - RVS geborsteld","dict"
"8714186187074","52.20","Intersteel deurkruk met schild - Vierkant - met toilet-/badkamersluiting 63 mm - rechthoekig - RVS geborsteld","dict"
"8714186187098","52.20","Intersteel deurkruk met schild - Vierkant - met toilet-/badkamersluiting 72 mm - rechthoekig - RVS geborsteld","dict"
"8714186461396","66.45","Intersteel deurkruk met rozet - L/L-model - RVS geborsteld","dict"
"8714186444412","50.30","Intersteel deurkruk met rozet - Bau-Stil - vastdraaibaar - rond - magnetisch rozet - RVS geborsteld","dict"
"8714186461419","66.45","Intersteel deurkruk met rozet - L/T-model - RVS geborsteld","dict"
"8714186444429","25.60","Intersteel deurkruk met rozet - Hoek 90° - rond magnetisch rozet - RVS geborsteld","dict"
"8714186444337","50.30","Intersteel deurkruk met rozet - Bau-Stil - vastdraaibaar - vierkant - magnetisch rozet - RVS geborsteld","dict"
"8714186444320","25.60","Intersteel deurkruk met rozet - Hoek 90° - vastdraaibaar - op vierkant magneet rozet - RVS geborsteld","dict"
"8714186282939","16.87","Intersteel deurkruk met rond rozet - Hoek 90° - RVS geborsteld","dict"
"8714186165201","21.80","Intersteel deurkruk met sleutelrozet geveerd - Hoek 90° - RVS geborsteld","dict"
"8714186165218","21.80","Intersteel deurkruk met cilinderrozet geveerd - Hoek 90° - RVS geborsteld","dict"
"8714186165225","31.30","Intersteel deurkruk met wc-rozet geveerd - Hoek 90° - RVS geborsteld","dict"
"8714186422595","17.05","Intersteel deurkruk met rozet - Recht - RVS geborsteld","dict"
"8714186422601","17.05","Intersteel deurkruk op rond rozet - Half rond - Ø 51x10,5 mm - RVS geborsteld","dict"
"8714186422618","17.05","Intersteel deurkruk met rozet - Lisa - hoek 90° - ø 51x10 mm - RVS geborsteld","dict"
"8714186422625","17.05","Intersteel deurkruk met rozet - Gebogen - rond - RVS geborsteld","dict"
"8714186422632","17.05","Intersteel deurkruk met rozet - Rond - RVS geborsteld","dict"
"8714186045640","33.20","Intersteel knop paddestoel vast - op ronde rozet - RVS - 10mm  ","dict"
"8714186072479","28.45","Intersteel voordeurknop - RVS geborsteld","dict"
"8714186163719","33.20","Intersteel deurknop met rozet - rond - verkropt - RVS geborsteld","dict"
"8714186126196","37.96","Intersteel knop op vierkant rozet - RVS geborsteld","dict"
"8714186130568","28.45","Intersteel knop rond vast op rozet + 7mm nok","dict"
"8714186132319","28.45","Intersteel knop rond verkropt vast op roz staal +7mm nok","dict"
"8714186039519","13.72","Intersteel RVS kortschilden 175x41 ovaal PC72","dict"
"8714186039694","37.96","Intersteel knop op schild - paddenstoel - blind - ovaal - RVS geborsteld","dict"
"8714186039700","37.96","Intersteel knoplangschild - SL56 - ovaal - 220x41 mm - RVS","dict"
"8714186039717","37.96","Intersteel knoplangschild - PC55 - ovaal - 220x41 mm - RVS","dict"
"8714186172407","37.96","Intersteel knopschild - 2752 - blind - RVS geborsteld","dict"
"8714186175330","37.96","Intersteel knopschild - 2752 - sleutelgat - 56 mm - RVS geborsteld","dict"
"8714186185810","37.96","Intersteel knopschild - 2752 - profielcilindergat - 55 mm - RVS geborsteld","dict"
"8714186346525","37.96","Intersteel knopschild - 2754 - blind - rechthoekig - RVS geborsteld","dict"
"8714186349458","37.96","Intersteel knopschild - sleutelgat - 56mm - RVS geborsteld","dict"
"8714186346532","37.96","Intersteel knopschild - 2754 - profielcilindergat - 55 mm - RVS geborsteld","dict"
"8714186483619","31.30","Intersteel toilet-/badkamersluiting met verdekt rond rozet - Ø 53 mm - comfortknop - RVS geborsteld","dict"
"8714186402030","3.59","Intersteel rozet met sleutelgat zelfklevend - RVS geborsteld - 0035.340316","dict"
"8714186402047","3.59","Intersteel rozet met cilindergat zelfklevend - RVS geborsteld - 0035.340317","dict"
"8714186402061","17.82","Intersteel toiletsluiting zelfklevend - RVS geborsteld - 0035.340360","dict"
"8714186039908","4.73","Intersteel rozet met sleutelgat - rond - plat - 50 mm - RVS geborsteld","dict"
"8714186039915","4.73","Intersteel rozet met profielcilindergat - rond - plat - 50x2 mm - RVS","dict"
"8714186044650","4.73","Intersteel rozet - blind - rond - plat - 50 mm - RVS geborsteld","dict"
"8714186039922","23.70","Intersteel toilet-/badkamersluiting met plat rond rozet - Ø 50 mm - 8 mm stift - RVS geborsteld","dict"
"8714186060506","23.70","Intersteel toilet-/badkamersluiting met plat rond rozet - Ø 50 mm - 8 mm stift - RVS geborsteld (zonder venster)","dict"
"8714186042649","11.36","Intersteel rvs kruk- rozetten     rond verdekt 35130 - 0035.341004","dict"
"8714186042656","5.69","Intersteel sleutelplaat - rond - verdekt - 35132 - RVS","dict"
"8714186042663","5.69","Intersteel rozet met profielcilindergat - rond - verdekt - RVS geborsteld","dict"
"8714186044681","5.69","Intersteel rozet - blind - verdekt - RVS geborsteld","dict"
"8714186039885","20.85","Intersteel toilet-/badkamersluiting met rond rozet - Ø 52,5 mm - verdekt - RVS geborsteld","dict"
"8714186052969","5.69","Intersteel sleutelplaatje - rond - plat-verdekt - RVS","dict"
"8714186052976","5.69","Intersteel PC-plaatje - rond - plat-verdekt - RVS","dict"
"8714186053010","5.69","Intersteel rozet - plat - verdekt - RVS geborsteld","dict"
"8714186052990","20.85","Intersteel toilet-/badkamersluiting met plat rond rozet - Ø 52 mm - verdekt - RVS","dict"
"8714186047637","5.88","Intersteel rozet met sleutelgat - ovaal - verdekt - 10 mm - RVS geborsteld","dict"
"8714186047620","5.88","Intersteel rozet met profielcilindergat - ovaal - verdekt - 10 mm - RVS geborsteld","dict"
"8714186047644","5.88","Intersteel rozet - ovaal - verdekt - 10 mm - RVS geborsteld","dict"
"8714186088821","6.16","Intersteel rozet met sleutelgat - ovaal - verdekt - 4 mm - RVS geborsteld","dict"
"8714186088807","6.16","Intersteel rozet met profielcilindergat - ovaal - verdekt - 4 mm - RVS geborsteld","dict"
"8714186106440","4.24","Intersteel vierkant rozet met sleutelgat - plat - 42x42mm - RVS geborsteld","dict"
"8714186088814","6.16","Intersteel rozet - ovaal - verdekt - 4 mm - RVS geborsteld","dict"
"8714186106433","4.24","Intersteel RVS vierkant PC-plaatje plat 42x42mm","dict"
"8714186106457","23.70","Intersteel toilet-/badkamersluiting met vierkant rozet - 42x42x2 mm - RVS geborsteld","dict"
"8714186106174","4.24","Intersteel rozet met profielcilindergat - plat - Ø 42mm - RVS geborsteld","dict"
"8714186101858","4.24","Intersteel rozet met sleutelgat - plat - Ø 42mm - RVS geborsteld","dict"
"8714186106464","23.70","Intersteel toilet-/badkamersluiting met rond rozet - T-vorm plat - Ø 42 mm - RVS geborsteld","dict"
"8714186444436","10.70","Intersteel magneet rozet met sleutelgat - rond - RVS geborsteld","dict"
"8714186444467","10.70","Intersteel magneet rozet met profielcilindergat - rond - RVS geborsteld","dict"
"8714186444474","22.42","Intersteel magneet toilet-/badkamersluiting met rozet - Ø 55x8 mm - RVS geborsteld","dict"
"8714186444504","10.70","Intersteel magneet rozet met sleutelgat - vierkant - RVS geborsteld","dict"
"8714186444498","10.70","Intersteel magneet rozet met profielcilindergat - vierkant - RVS geborsteld","dict"
"8714186444481","22.42","Intersteel magneet toilet-/badkamersluiting met vierkant rozet - 55x55x3 mm - RVS geborsteld","dict"
"8714186149607","7.59","Intersteel rozet met sleutelgat - nobile - RVS","dict"
"8714186149614","7.59","Intersteel rozet profielcilindergat - nobile - RVS","dict"
"8714186149621","38.90","Intersteel toilet-/badkamersluiting met rond rozet - Nobile - Ø 53 mm - RVS geborsteld","dict"
"8714186306413","33.20","Intersteel toilet-/badkamersluiting met plat rond rozet - Ø 53 mm - RVS geborsteld","dict"
"8714186306383","6.16","Intersteel rozet met sleutelgat - RVS mat zwart","dict"
"8714186306406","6.16","Intersteel rozet profielcilindergat - rond - RVS mat zwart","dict"
"8714186306611","33.20","Intersteel toilet-/badkamersluiting met plat rond rozet - Olive design - Ø 53 mm - mat zwart","dict"
"8714186307069","7.11","Intersteel rozet met sleutelgat - vierkant - plat - RVS","dict"
"8714186307076","7.11","Intersteel rozet profielcilindergat - vierkant - plat - RVS","dict"
"8714186307083","32.26","Intersteel toilet-/badkamersluiting met plat vierkant rozet - Olive design - 53x53 mm - mat zwart","dict"
"8714186307120","7.59","Intersteel rozet met sleutelgat - vierkant - RVS mat zwart","dict"
"8714186307144","7.59","Intersteel rozet profielcilindergat - vierkant - RVS mat zwart","dict"
"8714186307168","33.20","Intersteel toilet-/badkamersluiting met vierkant  rozet - 53x53 mm - mat zwart","dict"
"8714186057292","4.73","Intersteel rozet met sleutelgat - rond - verdekt - kunststof - RVS geborsteld","dict"
"8714186056417","9.46","Intersteel rozet - met profielcilindergat - rond - RVS geborsteld","dict"
"8714186056424","19.89","Intersteel toilet-/badkamersluiting met rond rozet - Ø 55 mm - RVS geborsteld","dict"
"8714186082171","5.22","Intersteel rozet met sleutelgat - rond - RVS geborsteld","dict"
"8714186082164","5.22","Intersteel rozet met profielcilindergat - rond - RVS geborsteld","dict"
"8714186082188","5.22","Intersteel rozet blind - Ø 55mm - RVS geborsteld","dict"
"8714186082195","23.70","Intersteel toilet-/badkamersluiting met rond rozet - Ø 55 mm - RVS geborsteld","dict"
"8714186073650","7.21","Intersteel rozet met profielcilindergat - ovaal - RVS geborsteld","dict"
"8714186123539","5.02","Intersteel rozet met profielcilindergat - vierkant - RVS geborsteld","dict"
"8714186123546","5.02","Intersteel rozet met sleutelgat - RVS geborsteld","dict"
"8714186123553","22.75","Intersteel toilet-/badkamersluiting met vierkant rozet - 54x54 mm - RVS geborsteld","dict"
"8714186130483","4.94","Intersteel rozet met sleutelgat - rond - nokken - RVS geborsteld","dict"
"8714186130476","4.94","Intersteel rozet - met profielcilindergat - rond - RVS geborsteld","dict"
"8714186130490","19.89","Intersteel toilet-/badkamersluiting met rond rozet - Ø 53 mm - RVS geborsteld","dict"
"8714186490846","28.45","Intersteel toilet-/badkamersluiting met rond rozet - Ø 53 mm - nokken met stiftbediening - RVS geborsteld","dict"
"8714186184264","5.22","Intersteel rozet met sleutelgat - rond - 55 mm - RVS","dict"
"8714186184271","5.22","Intersteel rozet met profielcilindergat - rond - 55 mm - RVS","dict"
"8714186184318","23.70","Intersteel toilet-/badkamersluiting met rond rozet - Ø 55 mm - 8 mm stift - RVS geborsteld","dict"
"8714186170526","5.69","Intersteel rozet set met sleutelgat - rond - RVS geborsteld","dict"
"8714186170533","5.69","Intersteel rozet set met profielcilindergat - rond - RVS geborsteld","dict"
"8714186170557","17.05","Intersteel toilet-/badkamersluiting met rozet - rond - RVS geborsteld","dict"
"8714186042038","47.46","Intersteel rondcilinder-veiligheidsrozetten - RVS","dict"
"8714186097762","16.11","Intersteel veiligheidsschuifrozet - 10 mm - rechthoek - RVS","dict"
"8714186436561","44.60","Intersteel veiligheids-schuifrozet - voor profieldeuren - SKG** - met kerntrekbeveiliging - RVS geborsteld","dict"
"8714186097779","16.11","Intersteel veiligheidsschuifrozet - 10 mm - ovaal - RVS","dict"
"8714186388686","20.85","Intersteel veiligheids-schuifrozet - ovaal - 14 mm - 73x33 mm - met sleufplaatje - RVS geborsteld","dict"
"8714186445945","24.66","Intersteel veiligheids-schuifrozet - ovaal - 74x34x15 mm - RVS geborsteld","dict"
"8714186094020","40.81","Intersteel veiligheidsrozetten - SKG*** - rond - massief - RVS geborsteld","dict"
"8714186106686","45.56","Intersteel PC-veiligheidsrozetten - SKG3*** - vierkant - RVS","dict"
"8714186100530","33.20","Intersteel veiligheids cilinderrozetten - verdekt - SKG** - RVS","dict"
"8714186329252","49.34","Intersteel veiligheidsrozet - massief - met kerntrek beveiliging - RVS","dict"
"8714186150863","41.75","Intersteel veiligheidsrozetten - met kerntrekbeveiliging - verdekt - SKG***","dict"
"8714186329269","51.26","Intersteel veiligheidscilinderrozet - SKG*** - vierkant - met kerntrekbeveiliging - RVS geborsteld","dict"
"8714186421130","40.92","Intersteel veiligheidsrozet - SKG*** - met kerntrekbeveiliging - voor oplegsloten - RVS","dict"
"8714186393659","160.55","Intersteel veiligheidsbeslag greep/kruk - SKG*** met kerntrekbeveiliging - PC 55 - RVS geborsteld","dict"
"8714186393680","160.55","Intersteel veiligheidsbeslag greep/kruk - SKG*** met kerntrekbeveiliging - PC 72 - RVS geborsteld","dict"
"8714186393697","160.55","Intersteel veiligheidsbeslag greep/kruk - SKG*** met kerntrekbeveiliging - PC 92 - RVS geborsteld","dict"
"8714186394786","160.55","Intersteel veiligheidsbeslag kruk/kruk - SKG*** met kerntrekbeveiliging - PC 55 - deurdikte 38/58mm - RVS ","dict"
"8714186394793","160.55","Intersteel veiligheidsbeslag kruk/kruk - SKG*** met kerntrekbeveiliging - PC 72 - deurdikte 38/58mm - RVS ","dict"
"8714186394809","160.55","Intersteel veiligheidsbeslag kruk/kruk - SKG*** met kerntrekbeveiliging - PC 92 - deurdikte 38/58mm - RVS ","dict"
"8714186160206","47.46","Intersteel voordeurknop - Nobile - plat - vast op rozet - RVS","dict"
"8714186040096","40.81","Intersteel voordeurknop paddenstoel - ø 58 mm - RVS geborsteld","dict"
"8714186355800","41.81","Intersteel voordeurknop - vast paddestoel - ø 58/66 mm éénzijdig - RVS","dict"
"8714186358269","56.00","Intersteel voordeurknop - T-recht op ronde achterplaat - RVS geborsteld","dict"
"8714186106662","54.11","Intersteel voordeurknop - vierkant - 64x64 mm - RVS geborsteld","dict"
"8714186139073","54.11","Intersteel voordeurknop - vierkant verkropt - 64x64 mm - RVS geborsteld","dict"
"8714186390160","59.80","Intersteel voordeurknop - vierkant - 64/54 mm - éénzijdige montage - vast verkropt - RVS geborsteld","dict"
"8714186082416","53.16","Intersteel voordeurknop bol - ø 75 mm - RVS","dict"
"8714186084212","56.00","Intersteel voordeurknop bol - ø 75 mm - eenzijdige montage - RVS","dict"
"8714186060223","56.95","Intersteel voordeurknop bol/schuin - ø 50 mm - RVS geborsteld","dict"
"8714186186664","28.45","Intersteel voordeurknop - rond op rozet - RVS","dict"
"8714186428191","208.05","Intersteel veiligheidsbeslag - met kerntrekbeveiliging - kruk/greep- PC 72 - RVS geborsteld","dict"
"8714186428269","203.30","Intersteel veiligheidsbeslag kruk/kruk - SKG*** met kerntrekbeveiliging - PC 72 - deurdikte 38/58 mm - RVS ","dict"
"8714186329177","155.80","Intersteel veiligheidsbeslag SKG*** met kerntrekbeveiliging greep/kruk - profielcilindergat 92mm - RVS geborsteld","dict"
"8714186351222","150.10","Intersteel veiligheidsbeslag SKG*** met kerntrekbeveiliging kruk/schild - profielcilindergat 72mm verkropt - RVS geborsteld","dict"
"8714186351239","150.10","Intersteel veiligheidsbeslag SKG*** met kerntrekbeveiliging kruk/schild - profielcilindergat 92mm verkropt - RVS geborsteld","dict"
"8714186395370","165.30","Intersteel veiligheidsbeslag greep/kruk - SKG*** met kerntrekbeveiliging - PC 72 - RVS geborsteld","dict"
"8714186395394","165.30","Intersteel veiligheidsbeslag greep/kruk - SKG*** met kerntrekbeveiliging -  PC 92 - RVS geborsteld","dict"
"8714186395400","165.30","Intersteel veiligheidsbeslag kruk/kruk - SKG*** met kerntrekbeveiliging - PC 72 - RVS geborsteld","dict"
"8714186395417","165.30","Intersteel veiligheidsbeslag kruk/kruk - SKG*** met kerntrekbeveiliging - PC 92 - RVS geborsteld","dict"
"8714186054574","21.80","Intersteel beldrukker - ovaal - 65x30 mm - RVS geborsteld","dict"
"8714186179840","26.35","Intersteel beldrukker - vierkant 53x53 mm - RVS geborsteld","dict"
"8714186124758","25.60","Intersteel deurbel - rond - plat - RVS geborsteld","dict"
"8714186498620","22.75","Intersteel deurbel - rechthoekig - verdekt - 65x30 mm - RVS","dict"
"8714186054796","26.06","Intersteel beldrukker - 53 mm rond - verdekt - RVS geborsteld","dict"
"8714186071649","73.27","Intersteel briefplaat rechthoekig - met klep/regenrand - 340x75 mm - RVS geborsteld","dict"
"8714186040102","69.51","Intersteel briefplaat - ovaal met veer - 340x80 mm - RVS geborsteld","dict"
"8714186153888","73.27","Intersteel briefplaat - ovaal - met klep/regenrand - 340x80 mm - RVS geborsteld","dict"
"8714186122341","75.95","Intersteel briefplaat ovaal - verdekt buitendraaiend - 340x80 mm - RVS geborsteld","dict"
"8714186136102","75.95","Intersteel briefplaat rechthoekig - verdekt buitendraaiend - 340x80 mm - RVS geborsteld","dict"
"8714186127506","57.56","Intersteel tochtwering - rechthoekig - 340x76 mm - RVS","dict"
"8714186127513","57.56","Intersteel tochtwering - ovaal - 340x80 mm - RVS","dict"
"8714186171691","89.10","Intersteel tochtwering rechthoekig -  met klep verdekt - 340x80 mm - RVS","dict"
"8714186294253","21.80","Intersteel huisnummer - Nr. 0 - 200 mm - RVS geborsteld","dict"
"8714186294260","21.80","Intersteel huisnummer - Nr. 1 - 200 mm - RVS geborsteld","dict"
"8714186294277","21.80","Intersteel huisnummer - Nr. 2 - 200 mm - RVS geborsteld","dict"
"8714186294284","21.80","Intersteel huisnummer - Nr. 3 - 200 mm - RVS geborsteld","dict"
"8714186294291","21.80","Intersteel huisnummer - Nr. 4 - 200 mm - RVS geborsteld","dict"
"8714186294307","21.80","Intersteel huisnummer - Nr. 5 - 200 mm - RVS geborsteld","dict"
"8714186294314","21.80","Intersteel huisnummer - Nr. 6 - 200 mm - RVS geborsteld","dict"
"8714186294321","21.80","Intersteel huisnummer - Nr. 7 - 200 mm - RVS geborsteld","dict"
"8714186294338","21.80","Intersteel huisnummer - Nr. 8 - 200 mm - RVS geborsteld","dict"
"8714186294345","21.80","Intersteel huisnummer - Nr. 9 - 200 mm - RVS geborsteld","dict"
"8714186058282","17.05","Intersteel huisnummer - Nr. 0 - 150 mm - RVS geborsteld","dict"
"8714186058299","17.05","Intersteel huisnummer - Nr. 1 - 150 mm - RVS geborsteld","dict"
"8714186058305","17.05","Intersteel huisnummer - Nr. 2 - 150 mm - RVS geborsteld","dict"
"8714186058312","17.05","Intersteel huisnummer - Nr. 3 - 150 mm - RVS geborsteld","dict"
"8714186058329","17.05","Intersteel huisnummer - Nr. 4 - 150 mm - RVS geborsteld","dict"
"8714186058336","17.05","Intersteel huisnummer - Nr. 5 - 150 mm - RVS geborsteld","dict"
"8714186058343","17.05","Intersteel huisnummer - Nr. 6 - 150 mm - RVS geborsteld","dict"
"8714186058350","17.05","Intersteel huisnummer - Nr. 7 - 150 mm - RVS geborsteld","dict"
"8714186058367","17.05","Intersteel huisnummer - Nr. 8 - 150 mm - RVS geborsteld","dict"
"8714186058374","17.05","Intersteel huisnummer - Nr. 9 - 150 mm - RVS geborsteld","dict"
"8714186126691","16.11","Intersteel huisnummer - Nr. 0 - 150 mm - RVS geborsteld","dict"
"8714186126707","16.11","Intersteel huisnummer - Nr. 1 - 150 mm - RVS geborsteld","dict"
"8714186126714","16.11","Intersteel huisnummer - Nr. 2 - 150 mm - RVS geborsteld","dict"
"8714186126721","16.11","Intersteel huisnummer - Nr. 3 - 150 mm - RVS geborsteld","dict"
"8714186126738","16.11","Intersteel huisnummer - Nr. 4 - 150 mm - RVS geborsteld","dict"
"8714186126752","16.11","Intersteel huisnummer - Nr. 6 - 150 mm - RVS geborsteld","dict"
"8714186126745","16.11","Intersteel huisnummer - Nr. 5 - 150 mm - RVS geborsteld","dict"
"8714186126769","16.11","Intersteel huisnummer - Nr. 7 - 150 mm - RVS geborsteld","dict"
"8714186126776","16.11","Intersteel huisnummer - Nr. 8 - 150 mm - RVS geborsteld","dict"
"8714186126783","16.11","Intersteel huisnummer - Nr. 9 - 150 mm - RVS geborsteld","dict"
"8714186503072","30.35","Intersteel huisnummer - Nr. 0 - XL - 300 mm - RVS geborsteld","dict"
"8714186503089","30.35","Intersteel huisnummer - Nr. 1 - XL - 300 mm - RVS geborsteld","dict"
"8714186503096","30.35","Intersteel huisnummer - Nr. 2 - XL - 300 mm - RVS geborsteld","dict"
"8714186503102","30.35","Intersteel huisnummer - Nr. 3 - XL - 300 mm - RVS geborsteld","dict"
"8714186503119","30.35","Intersteel huisnummer - Nr. 4 - XL - 300 mm - RVS geborsteld","dict"
"8714186503126","30.35","Intersteel huisnummer - Nr. 5 - XL - 300 mm - RVS geborsteld","dict"
"8714186503133","30.35","Intersteel huisnummer - Nr. 6 - XL - 300 mm - RVS geborsteld","dict"
"8714186503140","30.35","Intersteel huisnummer - Nr. 7 - XL - 300 mm - RVS geborsteld","dict"
"8714186503157","30.35","Intersteel huisnummer - Nr. 8 - XL - 300 mm - RVS geborsteld","dict"
"8714186503171","67.41","Intersteel huisnummer - Nr. 0 - XXL - 500 mm - RVS geborsteld","dict"
"8714186503164","30.35","Intersteel huisnummer - Nr. 9 - XL - 300 mm - RVS geborsteld","dict"
"8714186503188","67.41","Intersteel huisnummer - Nr. 1 - XXL - 500 mm - RVS geborsteld","dict"
"8714186503195","67.41","Intersteel huisnummer - Nr. 2 - XXL - 500 mm - RVS geborsteld","dict"
"8714186503201","67.41","Intersteel huisnummer - Nr. 3 - XXL - 500 mm - RVS geborsteld","dict"
"8714186503218","67.41","Intersteel huisnummer - Nr. 4 - XXL - 500 mm - RVS geborsteld","dict"
"8714186503249","67.41","Intersteel huisnummer - Nr. 7 - XXL - 500 mm - RVS geborsteld","dict"
"8714186503225","67.41","Intersteel huisnummer - Nr. 5 - XXL - 500 mm - RVS geborsteld","dict"
"8714186503232","67.41","Intersteel huisnummer - Nr. 6 - XXL - 500 mm - RVS geborsteld","dict"
"8714186503256","67.41","Intersteel huisnummer - Nr. 8 - XXL - 500 mm - RVS geborsteld","dict"
"8714186503263","67.41","Intersteel huisnummer - Nr. 9 - XXL - 500 mm - RVS geborsteld","dict"
"8714186082355","24.47","Intersteel huisletter A - 100 mm - RVS geborsteld","dict"
"8714186082362","24.47","Intersteel huisletter B - 100 mm - RVS geborsteld","dict"
"8714186082379","24.47","Intersteel huisletter C - 100 mm - RVS geborsteld","dict"
"8714186082386","24.47","Intersteel huisletter D - 100 mm - RVS geborsteld","dict"
"8714186082393","24.47","Intersteel huisletter E - 100 mm - RVS geborsteld","dict"
"8714186128107","45.88","Intersteel deurvastzetter muurplaat - RVS geborsteld","dict"
"8714186408346","223.25","Intersteel complete voordeurset + veilgheidsbeslag - SKG3*** - rond - RVS geborsteld","dict"
"8714186408353","244.15","Intersteel complete voordeurset + veiligheidsbeslag - SKG*** - vierkant - RVS geborsteld","dict"
"8714186080320","36.05","Intersteel deurgreep met rond rozet - 395 mm - Ø 19 mm - RVS geborsteld","dict"
"8714186040409","25.60","Intersteel deurgreep met rond rozet - 252 mm - Ø 19 mm - RVS geborsteld","dict"
"8714186080306","28.45","Intersteel deurgreep met rond rozet - 275 mm - Ø 19 mm - RVS geborsteld","dict"
"8714186080313","32.26","Intersteel deurgreep met rond rozet - 345 mm - Ø 19 mm - RVS geborsteld","dict"
"8714186184127","100.70","Intersteel deurgrepen U-model - 455 mm - Ø 30 mm - RVS geborsteld","dict"
"8714186184141","152.00","Intersteel deurgrepen U-model - 830 mm - Ø 30 mm - RVS geborsteld","dict"
"8714186334003","31.30","Intersteel deurgreep T-vorm - 300 mm - Ø 20 mm - RVS geborsteld","dict"
"8714186334027","62.65","Intersteel deurgrepen T-vorm - 300 mm - Ø 20 mm - RVS geborsteld","dict"
"8714186334065","36.53","Intersteel deurgreep T-vorm - 500 mm - Ø 20 mm - RVS geborsteld","dict"
"8714186334034","34.62","Intersteel deurgreep T-vorm - 400 mm - Ø 20mm - RVS geborsteld","dict"
"8714186334089","73.11","Intersteel deurgrepen T-vorm - 500 mm - Ø 20 mm - RVS geborsteld","dict"
"8714186334058","69.31","Intersteel deurgrepen T-vorm - 400 mm - Ø 20 mm - RVS geborsteld","dict"
"8714186457603","34.15","Intersteel deurgreep T-vorm - 350 mm - Ø 20 mm - RVS geborsteld","dict"
"8714186457610","68.35","Intersteel deurgrepen T-vorm - 350 mm - Ø 20 mm - RVS geborsteld","dict"
"8714186334096","44.60","Intersteel deurgreep T-vorm - 700 mm - Ø 20mm - RVS geborsteld","dict"
"8714186334119","89.25","Intersteel deurgrepen T-vorm - 700 mm - Ø 20 mm - RVS geborsteld","dict"
"8714186457627","42.70","Intersteel deurgreep T-vorm - 600 mm - Ø 20 mm - RVS geborsteld","dict"
"8714186457634","85.45","Intersteel deurgrepen T-vorm - 600 mm - Ø 20 mm - RVS geborsteld","dict"
"8714186457641","39.86","Intersteel deurgreep T-vorm - 300 mm - Ø 25 mm - RVS geborsteld","dict"
"8714186457658","79.75","Intersteel deurgrepen T-vorm - 300 mm - Ø 25 mm - RVS geborsteld","dict"
"8714186457665","41.75","Intersteel deurgreep T-vorm - 350 mm - Ø 25 mm - RVS geborsteld","dict"
"8714186457672","83.56","Intersteel deurgrepen T-vorm - 350 mm - Ø 25 mm - RVS geborsteld","dict"
"8714186334157","46.94","Intersteel deurgreep T-vorm - 500 mm - Ø 25mm - RVS geborsteld","dict"
"8714186334171","94.00","Intersteel deurgrepen T-vorm - 500 mm - Ø 25 mm - RVS geborsteld","dict"
"8714186457689","45.88","Intersteel deurgreep T-vorm - 400 mm - Ø 25 mm - RVS geborsteld","dict"
"8714186457696","92.09","Intersteel deurgrepen T-vorm - 400 mm - Ø 25 mm - RVS geborsteld","dict"
"8714186334188","53.16","Intersteel deurgreep T-vorm - 700 mm - Ø 25mm - RVS geborsteld","dict"
"8714186334201","106.40","Intersteel deurgrepen T-vorm - 700 mm - Ø 25 mm - RVS geborsteld","dict"
"8714186334218","56.95","Intersteel deurgreep T-vorm - 800 mm -Ø 25 mm - RVS geborsteld","dict"
"8714186334232","113.99","Intersteel deurgrepen T-vorm - 800 mm - Ø 25 mm - RVS geborsteld","dict"
